months_as_customer,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,vehicle_claim,auto_make,auto_model,fraud_reported
414.0,IN,500/1000,500.0,1335.13,0.0,FEMALE,High School,farming-fishing,chess,unmarried,44000.0,-71000.0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,1.0,YES,1.0,1.0,?,42630.0,Chevrolet,Silverado,1.0
163.0,IN,250/500,500.0,1178.95,6000000.0,FEMALE,JD,priv-house-serv,dancing,own-child,0.0,-67300.0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,1.0,YES,2.0,3.0,YES,34580.0,Jeep,Wrangler,0.0
352.0,IL,250/500,500.0,1793.16,0.0,MALE,Associate,tech-support,exercise,wife,0.0,0.0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,1.0,YES,2.0,2.0,NO,50000.0,Chevrolet,Malibu,0.0
27.0,OH,100/300,500.0,1008.38,0.0,FEMALE,PhD,adm-clerical,yachting,other-relative,37900.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,1.0,NO,1.0,0.0,?,43050.0,Dodge,Neon,0.0
239.0,IL,100/300,500.0,1396.83,0.0,FEMALE,Masters,other-service,reading,husband,0.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,4.0,?,0.0,3.0,NO,55920.0,BMW,X6,0.0
33.0,OH,100/300,500.0,1402.78,5000000.0,FEMALE,PhD,other-service,base-jumping,husband,70300.0,-50300.0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,1.0,YES,0.0,1.0,?,37380.0,Toyota,Camry,0.0
88.0,IN,100/300,1000.0,1437.88,0.0,FEMALE,College,transport-moving,reading,husband,42800.0,-51200.0,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,1.0,NO,2.0,0.0,YES,42000.0,Chevrolet,Malibu,0.0
101.0,IL,500/1000,1000.0,1313.64,0.0,FEMALE,College,priv-house-serv,board-games,unmarried,12100.0,0.0,Parked Car,?,Trivial Damage,,NY,1.0,YES,1.0,0.0,NO,3120.0,Audi,A3,0.0
20.0,IL,250/500,500.0,1482.14,0.0,FEMALE,Associate,transport-moving,reading,husband,33000.0,-43600.0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,3.0,?,2.0,1.0,NO,47250.0,Suburu,Forrestor,0.0
126.0,IL,250/500,2000.0,1171.75,0.0,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,46500.0,-42700.0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,1.0,?,2.0,3.0,NO,39870.0,Chevrolet,Malibu,0.0
264.0,IL,500/1000,2000.0,1353.33,0.0,MALE,Associate,adm-clerical,video-games,not-in-family,0.0,-8500.0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,3.0,YES,2.0,0.0,NO,60550.0,Ford,Escape,0.0
78.0,IN,100/300,500.0,1175.51,0.0,MALE,Masters,craft-repair,yachting,husband,0.0,0.0,Vehicle Theft,?,Minor Damage,Police,NY,1.0,?,0.0,1.0,YES,6120.0,Dodge,Neon,0.0
123.0,IL,100/300,2000.0,1836.02,0.0,MALE,Masters,transport-moving,movies,own-child,38000.0,-41200.0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,1.0,?,2.0,1.0,YES,59850.0,Volkswagen,Passat,1.0
347.0,OH,500/1000,500.0,1480.79,9000000.0,FEMALE,MD,priv-house-serv,board-games,unmarried,0.0,-12100.0,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,1.0,YES,0.0,2.0,?,77670.0,Jeep,Wrangler,0.0
163.0,IN,500/1000,2000.0,1453.92,0.0,FEMALE,PhD,other-service,yachting,other-relative,51700.0,0.0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,1.0,YES,2.0,3.0,?,55650.0,Accura,MDX,0.0
271.0,OH,250/500,500.0,1340.71,0.0,FEMALE,High School,tech-support,base-jumping,other-relative,0.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,1.0,NO,2.0,2.0,NO,55440.0,Volkswagen,Passat,1.0
410.0,IL,100/300,2000.0,714.03,0.0,MALE,MD,protective-serv,board-games,own-child,0.0,-17000.0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,1.0,YES,0.0,2.0,NO,39680.0,Honda,Accord,0.0
448.0,IL,100/300,2000.0,1376.16,0.0,FEMALE,PhD,tech-support,hiking,own-child,38600.0,-50300.0,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,3.0,NO,2.0,1.0,?,35820.0,Suburu,Impreza,1.0
218.0,IL,100/300,500.0,914.22,0.0,MALE,JD,prof-specialty,golf,wife,37900.0,-72900.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,3.0,NO,2.0,0.0,NO,61520.0,Saab,93,0.0
43.0,OH,500/1000,1000.0,1601.47,0.0,MALE,PhD,handlers-cleaners,skydiving,other-relative,64400.0,0.0,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,3.0,YES,2.0,2.0,?,47950.0,Nissan,Ultima,0.0
33.0,IL,500/1000,1000.0,1096.79,6000000.0,FEMALE,Associate,handlers-cleaners,dancing,unmarried,45500.0,-60600.0,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,1.0,?,2.0,1.0,?,65120.0,BMW,M5,0.0
126.0,IN,100/300,2000.0,1078.22,0.0,FEMALE,Masters,transport-moving,camping,wife,54500.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,3.0,NO,0.0,1.0,YES,42480.0,Chevrolet,Tahoe,0.0
411.0,IL,250/500,1000.0,1595.28,0.0,FEMALE,College,protective-serv,exercise,other-relative,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,3.0,?,0.0,0.0,?,31590.0,Volkswagen,Passat,0.0
225.0,OH,100/300,1000.0,1217.84,5000000.0,FEMALE,High School,farming-fishing,yachting,not-in-family,49600.0,0.0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,3.0,?,2.0,2.0,NO,38400.0,Volkswagen,Passat,0.0
35.0,IL,100/300,2000.0,1117.42,0.0,FEMALE,PhD,protective-serv,kayaking,not-in-family,0.0,-51900.0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,3.0,NO,2.0,2.0,NO,35460.0,Volkswagen,Jetta,0.0
460.0,OH,100/300,2000.0,1567.37,0.0,FEMALE,JD,craft-repair,skydiving,husband,62500.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,1.0,?,2.0,3.0,NO,40810.0,Nissan,Maxima,1.0
195.0,IL,500/1000,2000.0,1294.93,6000000.0,MALE,MD,tech-support,video-games,unmarried,38000.0,-50300.0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,3.0,YES,1.0,2.0,NO,57440.0,Dodge,Neon,0.0
360.0,IL,250/500,1000.0,1152.12,0.0,MALE,PhD,armed-forces,hiking,not-in-family,0.0,-62400.0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,3.0,NO,2.0,0.0,YES,60320.0,BMW,X6,0.0
300.0,IL,100/300,1000.0,1441.21,0.0,FEMALE,PhD,farming-fishing,kayaking,wife,0.0,0.0,Vehicle Theft,?,Trivial Damage,,SC,1.0,NO,1.0,0.0,NO,4720.0,Nissan,Maxima,0.0
245.0,IL,500/1000,1000.0,1575.74,7000000.0,MALE,JD,exec-managerial,chess,other-relative,0.0,-68900.0,Parked Car,?,Minor Damage,Police,PA,1.0,?,2.0,2.0,?,4720.0,Toyota,Camry,1.0
146.0,OH,500/1000,2000.0,1233.96,0.0,FEMALE,Masters,other-service,golf,other-relative,34500.0,-60600.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,3.0,NO,1.0,1.0,NO,44720.0,Nissan,Ultima,0.0
67.0,IL,250/500,1000.0,1861.43,0.0,MALE,High School,adm-clerical,polo,husband,60400.0,-67800.0,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,1.0,NO,0.0,3.0,YES,51040.0,Saab,92x,1.0
380.0,OH,100/300,1000.0,1570.86,0.0,MALE,MD,farming-fishing,cross-fit,other-relative,66000.0,0.0,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,1.0,?,0.0,1.0,YES,43620.0,Saab,95,1.0
389.0,IL,500/1000,2000.0,791.47,0.0,MALE,Masters,armed-forces,chess,unmarried,0.0,0.0,Vehicle Theft,?,Minor Damage,Police,NC,1.0,NO,1.0,2.0,NO,4410.0,Mercedes,C300,1.0
317.0,IN,250/500,1000.0,1012.78,0.0,MALE,MD,sales,yachting,other-relative,43700.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,1.0,NO,2.0,1.0,NO,66570.0,Mercedes,ML350,1.0
264.0,IL,100/300,500.0,1047.06,6000000.0,MALE,College,exec-managerial,sleeping,wife,0.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,3.0,NO,0.0,2.0,NO,50800.0,Ford,Fusion,0.0
20.0,OH,250/500,1000.0,1390.29,0.0,FEMALE,Masters,priv-house-serv,polo,other-relative,0.0,-41200.0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,1.0,NO,0.0,0.0,?,44030.0,Accura,MDX,0.0
116.0,IN,500/1000,500.0,951.46,0.0,MALE,JD,handlers-cleaners,golf,not-in-family,0.0,-35500.0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,3.0,NO,0.0,3.0,?,46410.0,Volkswagen,Passat,1.0
222.0,IL,100/300,1000.0,1226.78,0.0,MALE,JD,armed-forces,camping,unmarried,49600.0,-49200.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,2.0,YES,2.0,0.0,?,57050.0,BMW,3 Series,0.0
439.0,OH,100/300,500.0,1280.9,0.0,MALE,High School,armed-forces,video-games,own-child,48900.0,-40900.0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,1.0,NO,2.0,0.0,?,30000.0,Jeep,Wrangler,0.0
66.0,IN,100/300,2000.0,1472.77,0.0,MALE,Associate,adm-clerical,exercise,husband,0.0,-31700.0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,1.0,?,2.0,1.0,?,30730.0,Nissan,Maxima,0.0
128.0,OH,500/1000,1000.0,1878.44,0.0,MALE,High School,other-service,golf,husband,0.0,-76000.0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,1.0,NO,0.0,0.0,?,48330.0,Chevrolet,Malibu,0.0
69.0,IN,500/1000,500.0,1418.5,0.0,FEMALE,High School,armed-forces,yachting,other-relative,0.0,0.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,3.0,?,0.0,0.0,NO,44310.0,Dodge,RAM,0.0
294.0,IL,100/300,500.0,1532.8,0.0,MALE,College,prof-specialty,exercise,own-child,0.0,0.0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,1.0,NO,0.0,3.0,YES,41860.0,Mercedes,ML350,0.0
19.0,OH,250/500,500.0,1304.35,0.0,MALE,JD,transport-moving,cross-fit,not-in-family,0.0,0.0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,3.0,NO,0.0,2.0,?,52200.0,Dodge,Neon,1.0
191.0,OH,500/1000,2000.0,1551.61,0.0,MALE,High School,armed-forces,movies,unmarried,45000.0,-30400.0,Vehicle Theft,?,Minor Damage,,WV,1.0,YES,1.0,1.0,NO,1750.0,Toyota,Corolla,0.0
4.0,IL,100/300,1000.0,1326.98,6000000.0,FEMALE,High School,machine-op-inspct,reading,unmarried,64200.0,0.0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,3.0,YES,1.0,3.0,?,40590.0,Jeep,Grand Cherokee,0.0
298.0,OH,250/500,500.0,862.92,0.0,MALE,MD,machine-op-inspct,camping,wife,0.0,-71700.0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,3.0,NO,0.0,2.0,NO,46320.0,Saab,95,0.0
231.0,IN,100/300,2000.0,1331.69,0.0,FEMALE,Masters,adm-clerical,reading,not-in-family,0.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,1.0,?,1.0,2.0,NO,46350.0,Chevrolet,Malibu,0.0
338.0,OH,250/500,2000.0,1486.04,0.0,FEMALE,Associate,armed-forces,board-games,own-child,0.0,-56200.0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,3.0,NO,2.0,3.0,?,44870.0,Dodge,RAM,1.0
261.0,IN,100/300,1000.0,870.55,0.0,MALE,PhD,prof-specialty,camping,unmarried,0.0,-49400.0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,1.0,?,0.0,3.0,?,53520.0,Chevrolet,Tahoe,0.0
321.0,IL,500/1000,2000.0,1344.56,6000000.0,MALE,Associate,machine-op-inspct,hiking,husband,0.0,-39100.0,Vehicle Theft,?,Trivial Damage,Police,NY,1.0,?,1.0,2.0,NO,4160.0,Accura,MDX,0.0
0.0,OH,500/1000,1000.0,1377.04,0.0,MALE,College,tech-support,base-jumping,wife,61400.0,-41100.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,4.0,?,1.0,1.0,NO,26480.0,Accura,MDX,0.0
405.0,IL,250/500,500.0,1237.88,0.0,MALE,MD,exec-managerial,exercise,not-in-family,0.0,-46900.0,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,1.0,?,0.0,0.0,?,52020.0,Mercedes,ML350,1.0
304.0,IN,100/300,1000.0,1525.86,0.0,FEMALE,PhD,craft-repair,camping,own-child,0.0,0.0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,1.0,YES,1.0,1.0,YES,53360.0,Saab,95,0.0
1.0,OH,500/1000,500.0,854.58,0.0,FEMALE,JD,craft-repair,paintball,other-relative,52200.0,0.0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1.0,?,2.0,3.0,YES,55230.0,Honda,CRV,0.0
26.0,IN,250/500,1000.0,770.76,0.0,MALE,Masters,tech-support,sleeping,husband,0.0,-53700.0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,1.0,NO,0.0,2.0,?,34860.0,Mercedes,ML350,0.0
202.0,IL,100/300,2000.0,1132.74,0.0,FEMALE,Associate,armed-forces,exercise,husband,0.0,-37500.0,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,1.0,YES,1.0,1.0,NO,56320.0,Nissan,Ultima,0.0
289.0,IL,500/1000,500.0,1173.37,8000000.0,FEMALE,PhD,handlers-cleaners,board-games,own-child,0.0,-42700.0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1.0,?,1.0,0.0,?,34320.0,Accura,TL,0.0
61.0,OH,100/300,2000.0,1188.28,6000000.0,FEMALE,JD,farming-fishing,skydiving,wife,0.0,-53800.0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,2.0,YES,1.0,0.0,NO,35880.0,Ford,F150,1.0
334.0,IL,100/300,1000.0,876.88,6000000.0,MALE,MD,sales,reading,other-relative,0.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,1.0,NO,2.0,1.0,NO,38220.0,Jeep,Grand Cherokee,0.0
12.0,IL,500/1000,1000.0,1143.95,0.0,FEMALE,PhD,tech-support,paintball,other-relative,51400.0,0.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,3.0,NO,2.0,1.0,?,41510.0,Nissan,Ultima,0.0
86.0,IL,100/300,2000.0,1409.06,0.0,MALE,High School,prof-specialty,yachting,husband,74200.0,-68100.0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,1.0,NO,2.0,2.0,YES,38720.0,Accura,MDX,0.0
83.0,IN,500/1000,1000.0,1070.63,0.0,FEMALE,High School,machine-op-inspct,board-games,unmarried,0.0,0.0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,3.0,?,0.0,1.0,NO,43120.0,Honda,CRV,0.0
126.0,IL,500/1000,2000.0,916.13,0.0,MALE,College,sales,golf,unmarried,55300.0,-58400.0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,3.0,YES,2.0,0.0,NO,55620.0,Mercedes,E400,0.0
209.0,OH,250/500,500.0,1191.5,0.0,MALE,High School,priv-house-serv,reading,husband,38600.0,-52900.0,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,1.0,NO,2.0,0.0,?,62300.0,Audi,A3,0.0
283.0,OH,500/1000,1000.0,1474.66,0.0,FEMALE,JD,sales,paintball,husband,0.0,-46200.0,Parked Car,?,Trivial Damage,Police,NY,1.0,?,2.0,3.0,NO,4920.0,Volkswagen,Jetta,0.0
194.0,IL,250/500,1000.0,1193.45,0.0,MALE,JD,other-service,hiking,not-in-family,0.0,0.0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,1.0,?,2.0,1.0,YES,41160.0,Nissan,Pathfinder,0.0
184.0,IL,250/500,1000.0,1437.53,0.0,FEMALE,College,transport-moving,chess,not-in-family,0.0,0.0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,3.0,?,0.0,2.0,NO,35820.0,Dodge,RAM,1.0
479.0,IL,100/300,2000.0,1304.83,0.0,FEMALE,College,other-service,cross-fit,husband,0.0,0.0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,1.0,NO,0.0,0.0,NO,45450.0,Honda,Civic,0.0
284.0,OH,250/500,1000.0,1168.8,0.0,FEMALE,JD,tech-support,movies,other-relative,0.0,-42400.0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,1.0,?,0.0,3.0,YES,26000.0,Mercedes,E400,0.0
65.0,IN,100/300,1000.0,1164.97,0.0,FEMALE,College,adm-clerical,exercise,wife,43000.0,-42500.0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,1.0,?,1.0,2.0,YES,32130.0,Chevrolet,Silverado,0.0
222.0,IL,250/500,1000.0,1232.72,0.0,MALE,High School,armed-forces,hiking,own-child,87800.0,-51200.0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,3.0,?,1.0,0.0,NO,58640.0,Jeep,Wrangler,1.0
196.0,IL,250/500,2000.0,1800.76,0.0,MALE,JD,protective-serv,camping,other-relative,0.0,-78600.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,3.0,NO,1.0,0.0,NO,38240.0,Jeep,Grand Cherokee,0.0
253.0,IL,500/1000,500.0,1187.01,7000000.0,FEMALE,Associate,tech-support,exercise,unmarried,46300.0,-33000.0,Vehicle Theft,?,Trivial Damage,Police,NY,1.0,NO,0.0,1.0,?,2560.0,Chevrolet,Tahoe,0.0
280.0,IN,100/300,1000.0,1559.34,0.0,MALE,JD,transport-moving,hiking,own-child,0.0,-51600.0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1.0,NO,0.0,2.0,?,56000.0,Accura,RSX,0.0
5.0,IL,250/500,2000.0,1137.02,0.0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500.0,0.0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,1.0,YES,1.0,3.0,?,56070.0,Audi,A5,0.0
220.0,IN,100/300,1000.0,1281.72,0.0,MALE,College,farming-fishing,hiking,other-relative,33500.0,-49500.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,4.0,NO,0.0,2.0,YES,39060.0,Honda,Civic,0.0
85.0,OH,100/300,1000.0,796.35,0.0,FEMALE,MD,craft-repair,video-games,own-child,72400.0,-77000.0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,3.0,YES,2.0,1.0,YES,42880.0,Ford,F150,0.0
266.0,OH,250/500,500.0,1270.02,0.0,FEMALE,Associate,tech-support,skydiving,own-child,0.0,-45800.0,Parked Car,?,Minor Damage,Police,NC,1.0,NO,1.0,2.0,?,1440.0,Toyota,Corolla,0.0
41.0,IL,100/300,1000.0,1383.13,0.0,FEMALE,JD,prof-specialty,exercise,own-child,46700.0,0.0,Vehicle Theft,?,Trivial Damage,Police,SC,1.0,YES,1.0,1.0,?,5300.0,Jeep,Grand Cherokee,0.0
316.0,IL,100/300,2000.0,1290.74,5000000.0,FEMALE,High School,prof-specialty,kayaking,husband,58300.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,3.0,NO,2.0,0.0,YES,57360.0,Suburu,Legacy,0.0
285.0,IN,100/300,1000.0,1216.68,0.0,FEMALE,Masters,sales,basketball,other-relative,55100.0,0.0,Vehicle Theft,?,Trivial Damage,Police,SC,1.0,NO,1.0,1.0,NO,2100.0,Ford,F150,0.0
379.0,IL,100/300,500.0,1251.16,0.0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,1.0,?,0.0,1.0,NO,63300.0,Jeep,Grand Cherokee,0.0
15.0,IN,250/500,2000.0,1586.41,0.0,FEMALE,High School,sales,video-games,other-relative,33500.0,-58900.0,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,1.0,YES,1.0,3.0,?,54960.0,BMW,X5,1.0
354.0,IL,500/1000,2000.0,1526.11,5000000.0,FEMALE,Masters,sales,exercise,unmarried,0.0,0.0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,1.0,?,2.0,3.0,YES,60160.0,Chevrolet,Malibu,0.0
342.0,IN,100/300,1000.0,1028.44,0.0,FEMALE,College,prof-specialty,dancing,not-in-family,0.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,1.0,?,0.0,0.0,NO,58880.0,Accura,MDX,0.0
169.0,IL,100/300,1000.0,1555.94,0.0,MALE,PhD,craft-repair,skydiving,own-child,23300.0,0.0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,3.0,NO,1.0,3.0,YES,59310.0,Mercedes,C300,0.0
339.0,IN,500/1000,2000.0,1570.77,0.0,MALE,JD,adm-clerical,paintball,not-in-family,98800.0,-65300.0,Vehicle Theft,?,Minor Damage,,SC,1.0,NO,0.0,3.0,NO,4960.0,Mercedes,ML350,0.0
259.0,OH,100/300,2000.0,1170.53,0.0,FEMALE,PhD,armed-forces,sleeping,wife,65000.0,-49200.0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,3.0,NO,1.0,2.0,YES,45520.0,Nissan,Pathfinder,0.0
65.0,OH,250/500,1000.0,1099.95,0.0,FEMALE,College,sales,dancing,wife,0.0,-71900.0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,1.0,NO,1.0,0.0,YES,39300.0,Accura,MDX,1.0
254.0,IL,250/500,2000.0,1472.43,0.0,MALE,MD,tech-support,basketball,husband,0.0,-90600.0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,3.0,?,1.0,3.0,YES,46240.0,Volkswagen,Jetta,0.0
440.0,IL,250/500,500.0,1275.62,0.0,FEMALE,Associate,priv-house-serv,reading,other-relative,0.0,-56200.0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,3.0,YES,2.0,1.0,NO,49120.0,Nissan,Ultima,0.0
478.0,IL,250/500,1000.0,1292.3,0.0,MALE,High School,adm-clerical,paintball,own-child,47600.0,0.0,Parked Car,?,Minor Damage,,VA,1.0,YES,1.0,3.0,NO,3290.0,Dodge,Neon,1.0
230.0,IN,250/500,2000.0,1009.37,0.0,FEMALE,College,prof-specialty,hiking,other-relative,45400.0,-39400.0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,1.0,NO,0.0,2.0,YES,47180.0,BMW,X5,0.0
138.0,OH,500/1000,500.0,1093.07,4000000.0,FEMALE,PhD,other-service,reading,wife,27700.0,-72400.0,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,1.0,?,2.0,2.0,NO,62370.0,Volkswagen,Jetta,0.0
239.0,OH,250/500,1000.0,1325.44,7000000.0,FEMALE,JD,farming-fishing,paintball,other-relative,51400.0,-6300.0,Parked Car,?,Trivial Damage,Police,NC,1.0,?,0.0,2.0,YES,8300.0,Mercedes,E400,0.0
93.0,IL,100/300,2000.0,1017.18,0.0,FEMALE,MD,prof-specialty,paintball,husband,0.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,3.0,YES,1.0,3.0,NO,30590.0,Saab,92x,0.0
37.0,OH,100/300,1000.0,1221.17,0.0,FEMALE,Masters,protective-serv,golf,not-in-family,49300.0,0.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,3.0,YES,0.0,0.0,YES,34020.0,Suburu,Impreza,0.0
254.0,IN,100/300,500.0,1927.87,0.0,MALE,MD,prof-specialty,yachting,husband,0.0,0.0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,1.0,YES,0.0,1.0,?,37870.0,Honda,Civic,1.0
131.0,IN,250/500,1000.0,978.27,0.0,FEMALE,Associate,sales,paintball,own-child,65700.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,1.0,?,1.0,3.0,NO,53480.0,Suburu,Forrestor,0.0
230.0,IN,100/300,2000.0,1221.14,0.0,MALE,MD,prof-specialty,board-games,wife,48100.0,0.0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,1.0,?,0.0,2.0,?,48020.0,Audi,A5,0.0
313.0,OH,100/300,2000.0,1255.62,0.0,MALE,MD,armed-forces,polo,unmarried,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,3.0,YES,2.0,1.0,YES,48300.0,Ford,F150,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
